Trait,CHR,pStart,pEnd,Gene,pval_skat
blood_mscv,6,31937762,31939345,DOM3Z,4.731976200657481e-15
blood_mscv,6,32163274,32191457,NOTCH4,5.06505495357643e-14
blood_mscv,6,32261507,32339076,C6orf10,3.4635613131361607e-15
blood_mscv,6,34287912,34354073,NUDT3,5.25209419745884e-10
blood_mscv,6,41607584,41617658,MDFI,5.7969311228624e-11
blood_mscv,6,42072692,42107112,C6orf132,1.5017739724196e-09
blood_mscv,6,135239758,135254292,ALDH8A1,2.39472531342592e-15
blood_mscv,6,135296684,135371329,HBS1L,9.04752768708804e-26
blood_mscv,7,50531713,50610918,DDC,6.49973058018447e-27
blood_mscv,7,50660787,50796106,GRB10,5.787520088082962e-19
blood_mscv,7,99077236,99085103,ZNF789,1.25399501557806e-09
blood_mscv,8,19805708,19822741,LPL,2.3789957572267506e-21
blood_mscv,8,41127352,41164925,SFRP1,1.71462692014267e-19
blood_mscv,8,41387809,41391588,GINS4,4.55397659446293e-10
blood_mscv,8,41519248,41743589,ANK1,5.2675157805035e-238
blood_mscv,8,48174091,48647273,KIAA0146,2.68022731648246e-10
blood_mscv,9,4604807,4657840,C9orf68,3.05902418666789e-08
blood_mscv,9,79797302,80023009,VPS13A,2.20701233106155e-10
blood_mscv,9,100071989,100137621,C9orf174,3.67080019137488e-08
blood_mscv,9,115931593,115983216,FKBP15,3.50454925512129e-13
blood_platelet,1,25695835,25743428,RHCE,2.79714399342419e-10
blood_platelet,1,28204134,28206250,C1orf38,1.78581550658308e-08
blood_platelet,1,44013474,44086831,PTPRF,7.74130496372649e-08
blood_platelet,1,45504720,45661273,ZSWIM5,7.90682315170602e-09
blood_platelet,1,45795084,45808863,MUTYH,1.68836270319305e-17
blood_platelet,1,92981330,93257374,EVI5,4.14427400736917e-08
blood_platelet,1,156875482,156883546,PEAR1,4.41197513210694e-13
blood_platelet,1,171486912,171557600,PRRC2C,4.43186378706883e-08
blood_platelet,1,171687336,171704957,VAMP4,3.69177262735117e-12
blood_platelet,1,171813874,172355841,DNM3,1.14909601833801e-08
blood_platelet,1,205199591,205227627,TMCC2,2.29990849268855e-13
blood_platelet,1,247712613,247736230,C1orf150,1.46955651466342e-84
blood_platelet,1,248021765,248039713,TRIM58,8.729494962425739e-18
blood_platelet,10,50365581,50393251,C10orf128,2.66139242575943e-09
blood_platelet,10,64927823,65220711,JMJD1C,6.50178365016353e-51
blood_platelet,10,65315397,65378695,REEP3,1.23352744432378e-10
blood_platelet,11,10601396,10715124,MRVI1,2.74999319361255e-10
blood_platelet,11,46970431,47183690,C11orf49,4.44145355076739e-08
blood_platelet,11,47802071,47864013,NUP160,5.53645703037929e-14
blood_platelet,11,57321811,57333893,UBE2L6,7.28835556351726e-08
blood_platelet,11,58315733,58339285,LPXN,1.54099240035066e-08
blood_platelet,11,63963947,63967770,STIP1,5.66463060886456e-13
blood_platelet,11,108346177,108368145,KDELC2,3.56319513894476e-08
blood_platelet,11,113937206,114120774,ZBTB16,1.1693206303672496e-40
blood_platelet,11,117076972,117100029,PCSK7,1.8077944906588106e-15
blood_platelet,11,128566062,128679917,FLI1,3.34501602985858e-11
blood_platelet,12,6059719,6225931,VWF,1.43276088562722e-11
blood_platelet,12,48177906,48209165,HDAC7,3.21298215549489e-09
blood_platelet,12,51723499,51740350,CELA1,1.0628445839933e-10
blood_platelet,12,54637775,54649978,CBX5,6.39150016527761e-15
blood_platelet,12,54892220,54934521,NCKAP1L,2.10990415208534e-09
blood_platelet,12,65010323,65088155,RASSF3,4.95727198475492e-30
blood_platelet,12,65219960,65269030,TBC1D30,1.67055502835467e-12
blood_platelet,12,109526189,109528198,ALKBH2,5.58309583009731e-08
blood_platelet,12,110447513,110470695,ANKRD13A,1.78480719503621e-10
blood_platelet,12,110812923,110841437,ANAPC7,7.77557455859454e-10
blood_platelet,12,111293851,111345219,CCDC63,7.18076274825062e-18
blood_platelet,12,111490653,111785515,CUX2,7.0623118116757e-69
blood_platelet,12,111911494,112015380,ATXN2,2.60612336458991e-09
blood_platelet,12,112091244,112111717,BRAP,7.50841813696601e-10
blood_platelet,12,112471716,112545374,NAA25,2.36463809242016e-27
blood_platelet,12,112869780,112935344,PTPN11,8.880382058543139e-36
blood_platelet,12,113266855,113328512,RPH3A,3.6239567389639e-11
blood_platelet,12,122217507,122226872,RHOF,5.757052082400701e-10
blood_platelet,12,122247114,122266840,SETD1B,2.66285790834706e-25
blood_platelet,12,123748216,123753294,CDK2AP1,7.35420836316185e-13
blood_platelet,12,123787811,123828792,SBNO1,2.58148163673575e-12
blood_platelet,12,123902892,123919969,RILPL2,4.72486498814817e-08
blood_platelet,13,95678850,95953517,ABCC4,3.43289578017179e-17
blood_platelet,14,55817708,55818706,FBXO34,2.46189875126671e-09
blood_platelet,14,55837043,55874669,ATG14,1.66203719416631e-08
blood_platelet,14,69676591,69704434,EXD2,1.33293960349832e-26
blood_platelet,15,42683787,42703356,CAPN3,1.83511076334852e-08
blood_platelet,15,43818079,43820717,MAP1A,6.7748348954065095e-34
blood_platelet,15,44856015,44944037,SPG11,2.12220956739061e-13
blood_platelet,17,4712395,4726143,PLD2,2.15115297259557e-10
blood_platelet,17,4875628,4888017,CAMTA2,1.28635641567802e-15
blood_platelet,17,4908721,4918458,KIF1C,3.5924299347763e-18
blood_platelet,17,5187169,5282397,RABEP1,1.42076922448971e-09
blood_platelet,17,27421490,27478325,MYO18A,4.3245508054161e-25
blood_platelet,17,27794730,27857698,TAOK1,3.1017514790348697e-12
blood_platelet,17,27957939,28229418,SSH2,5.13309371706678e-24
blood_platelet,17,28296327,28431640,EFCAB5,4.81000344363155e-16
blood_platelet,17,28720171,28782880,CPD,6.3664850157165405e-09
blood_platelet,17,33875688,33884804,SLFN14,6.62553121833652e-40
blood_platelet,17,33921338,34046034,AP2B1,1.97935482240441e-20
blood_platelet,17,42432774,42439469,FAM171A2,4.751693584688e-10
blood_platelet,17,42929985,42962808,EFTUD2,5.2307315329604894e-11
blood_platelet,17,64208285,64222164,APOH,1.02057370960988e-30
blood_platelet,17,64304804,64796272,PRKCA,1.2434301688979e-17
blood_platelet,18,20718352,20834307,CABLES1,2.1640272282911894e-16
blood_platelet,18,60804334,60978979,BCL2,5.16533388985756e-10
blood_platelet,19,6775871,6850767,VAV1,1.55103957896853e-10
blood_platelet,19,16183411,16197377,TPM4,8.55252319898781e-10
blood_platelet,19,19584258,19611774,GATAD2A,8.729037732825331e-23
blood_platelet,19,19757073,19772373,ATP13A1,2.68094975771217e-35
blood_platelet,19,39147510,39210593,ACTN4,1.4529231807248902e-15
blood_platelet,19,39223402,39229089,CAPN12,9.42773503861163e-22
blood_platelet,19,45410002,45412079,APOE,1.12925306629977e-12
blood_platelet,19,45756763,45799910,MARK4,3.87113341360389e-09
blood_platelet,2,27505758,27526463,TRIM54,4.49146729877789e-14
blood_platelet,2,28122890,28546682,BRE,1.5550559392607003e-10
blood_platelet,2,31459037,31488965,EHD3,7.461592734165079e-12
blood_platelet,2,43479638,43806918,THADA,5.0371873707915e-15
blood_platelet,2,70011785,70047497,ANXA4,1.64363270771517e-08
blood_platelet,2,160596043,160611167,MARCH7,3.33294178306864e-31
blood_platelet,2,160634063,160742545,CD302,1.35652146714914e-32
blood_platelet,2,160960552,161055315,ITGB6,4.2017625231256004e-15
blood_platelet,2,241379144,241403232,GPC1,4.3399342400225997e-11
blood_platelet,20,29970431,29976949,DEFB119,1.9261198742381e-19
blood_platelet,20,30254548,30296428,BCL2L1,1.5923818379289697e-42
blood_platelet,20,57558010,57564695,TH1L,2.33743316838146e-10
blood_platelet,20,57594684,57599402,TUBB1,1.49721096215373e-61
blood_platelet,22,44322922,44341300,PNPLA3,1.36878377974401e-08
blood_platelet,22,50528569,50599466,MOV10L1,9.20258436660126e-20
blood_platelet,22,50658053,50675962,TUBGCP6,2.4780248826844403e-15
blood_platelet,3,48205625,48229366,CDC25A,1.03947659368941e-08
blood_platelet,3,55720760,56467691,ERC2,2.44052285605148e-22
blood_platelet,3,56595153,56653427,CCDC66,3.03099163074712e-23
blood_platelet,3,56667213,56708788,C3orf63,3.13628998207618e-24
blood_platelet,3,56764853,57067209,ARHGEF3,2.50158460810938e-107
blood_platelet,3,124306060,124423729,KALRN,2.41940011136637e-27
blood_platelet,3,128200459,128204960,GATA2,4.48942767405924e-08
blood_platelet,3,183642303,183720499,ABCC5,3.19456323089177e-12
blood_platelet,3,183904049,183911465,ABCF3,6.35198826870464e-08
blood_platelet,3,183975365,184003194,ECE2,7.44247563577716e-08
blood_platelet,3,184017888,184025069,PSMD2,6.90607781215184e-24
blood_platelet,3,184039666,184052420,EIF4G1,2.64206900610453e-21
blood_platelet,3,184099050,184106650,CHRD,2.5026304490002803e-10
blood_platelet,4,106155199,106196834,TET2,1.30713791380534e-18
blood_platelet,4,106292649,106395144,PPA2,1.50527384322961e-08
blood_platelet,5,75700993,75997063,IQGAP2,4.22583092611933e-158
blood_platelet,5,76115172,76117836,F2RL1,3.63439670076381e-64
blood_platelet,5,76521014,76721089,PDE8B,7.07438743141608e-08
blood_platelet,5,88027278,88112542,MEF2C,1.15074731108709e-13
blood_platelet,5,131819800,131824486,IRF1,3.13064792586527e-31
blood_platelet,5,159445881,159489455,TTC1,1.05298190955889e-10
blood_platelet,6,25293399,25619463,LRRC16A,5.4850353721954e-20
blood_platelet,6,25655059,25684405,SCGN,1.87499342718667e-08
blood_platelet,6,25974204,25983010,TRIM38,5.54525421136987e-08
blood_platelet,6,30105154,30115542,TRIM40,3.84706778655541e-08
blood_platelet,6,30622459,30635760,DHX16,3.9923949064305e-13
blood_platelet,6,30878523,30881103,GTF2H4,4.50850194758563e-11
blood_platelet,6,31079242,31080016,C6orf15,1.34337157988507e-10
blood_platelet,6,31110391,31125257,CCHCR1,7.76988017286234e-15
blood_platelet,6,31127562,31130078,TCF19,4.78044390708736e-26
blood_platelet,6,31237257,31238716,HLA-C,1.02335243745257e-42
blood_platelet,6,31322367,31324552,HLA-B,1.42628790146127e-10
blood_platelet,6,31373985,31379059,MICA,3.8479531980966292e-28
blood_platelet,6,31498497,31507834,DDX39B,1.3540862284608598e-12
blood_platelet,6,31513402,31514247,ATP6V1G2,5.25841792454715e-29
blood_platelet,6,31515799,31525448,NFKBIL1,5.29158541429098e-08
blood_platelet,6,31583224,31583931,AIF1,1.02841089560203e-08
blood_platelet,6,31591808,31605199,PRRC2A,7.91852123082055e-11
blood_platelet,6,31607111,31618761,BAG6,2.3709192209203097e-22
blood_platelet,6,31655438,31669496,ABHD16A,9.24680622701839e-19
blood_platelet,6,31674944,31678073,LY6G6F,6.10059535346105e-30
blood_platelet,6,31708910,31728267,MSH5,1.34803737477648e-24
blood_platelet,6,31731881,31732207,C6orf26,5.4553142760057393e-11
blood_platelet,6,31736065,31741659,C6orf27,1.04853653998801e-20
blood_platelet,6,31767667,31773975,LSM2,2.24988067982405e-17
blood_platelet,6,31850332,31864674,EHMT2,2.0184538333520105e-35
blood_platelet,6,31868765,31912523,ZBTB12,6.61547619721812e-41
blood_platelet,6,31915144,31918903,CFB,6.59636929680885e-12
blood_platelet,6,31928148,31937037,SKIV2L,4.08563237895976e-28
blood_platelet,6,31937762,31939345,DOM3Z,1.28895222895667e-16
blood_platelet,6,32085278,32093922,ATF6B,1.87250763121695e-33
blood_platelet,6,32121659,32130329,PPT2,9.73318301815716e-27
blood_platelet,6,32149883,32151934,AGER,2.3998369698007402e-17
blood_platelet,6,32163274,32191457,NOTCH4,3.3179977049455005e-16
blood_platelet,6,32261507,32339076,C6orf10,3.33339251720879e-09
blood_platelet,6,32407906,32411362,HLA-DRA,8.14949718315118e-12
blood_platelet,6,32709964,32714143,HLA-DQA2,2.553545788381e-26
blood_platelet,6,32781112,32783896,HLA-DOB,3.21190226550092e-19
blood_platelet,6,32792973,32805470,TAP2,6.85573496899252e-11
blood_platelet,6,32822186,32826450,PSMB9,8.38857885868052e-13
blood_platelet,6,33045558,33053942,HLA-DPB1,1.11350211273731e-08
blood_platelet,6,33133040,33158189,COL11A2,1.70456252236822e-16
blood_platelet,6,33179376,33179848,RING1,6.60851358625303e-17
blood_platelet,6,33252336,33256653,WDR46,1.94207448076388e-17
blood_platelet,6,33269881,33280629,TAPBP,2.05681952123498e-43
blood_platelet,6,33389381,33416111,SYNGAP1,2.65976110254654e-53
blood_platelet,6,33602123,33653486,ITPR3,1.85880683219536e-31
blood_platelet,6,34287912,34354073,NUDT3,1.45832365067736e-08
blood_platelet,6,34880876,35054185,ANKS1A,1.43323443913413e-10
blood_platelet,6,135239758,135254292,ALDH8A1,2.56937183974572e-32
blood_platelet,6,135296684,135371329,HBS1L,6.17182748501569e-50
blood_platelet,6,135506442,135539103,MYB,7.292699563775342e-19
blood_platelet,6,135623584,135796882,AHI1,2.95085949917824e-13
blood_platelet,7,80286344,80301500,CD36,4.20249366729255e-09
blood_platelet,7,158527646,158616886,ESYT2,2.77978819217196e-09
blood_platelet,8,106340688,106810790,ZFPM2,7.81523885106611e-17
blood_platelet,8,145154222,145154910,SHARPIN,1.02203541891265e-08
blood_platelet,9,214864,457305,C9orf66,1.55037819017104e-11
blood_platelet,9,4604807,4657840,C9orf68,4.45820107974099e-14
blood_platelet,9,4795595,4854307,RCL1,1.03863562481213e-20
blood_platelet,9,5038640,5120803,JAK2,8.01028676540251e-25
blood_platelet,9,21970916,21986847,CDKN2A,4.7310060091732e-08
blood_platelet,9,99581882,99595709,ZNF782,3.13138929623374e-10
blood_platelet,9,135285802,135443458,C9orf171,1.74307660054537e-08
blood_platelet_distrib_width,1,28204134,28206250,C1orf38,2.67590704349023e-10
blood_platelet_distrib_width,1,45795084,45808863,MUTYH,2.1601977087990897e-11
blood_platelet_distrib_width,1,62928073,63144920,DOCK7,1.61197407356874e-17
blood_platelet_distrib_width,1,63272693,63329459,ATG4C,2.45951261506958e-08
blood_platelet_distrib_width,1,114958827,115052507,TRIM33,1.44207653492299e-10
blood_platelet_distrib_width,1,115130353,115168440,DENND2C,8.25274940607912e-08
blood_platelet_distrib_width,1,115417175,115537367,SYCP1,6.0276461376186886e-12
blood_platelet_distrib_width,1,156875482,156883546,PEAR1,5.5271888320821e-13
blood_platelet_distrib_width,1,171227464,171252591,FMO1,2.5798800423538107e-15
blood_platelet_distrib_width,1,171486912,171557600,PRRC2C,1.63372841744152e-48
blood_platelet_distrib_width,1,171605539,171620782,MYOC,2.07520069553632e-19
blood_platelet_distrib_width,1,171687336,171704957,VAMP4,2.02253950829327e-64
blood_platelet_distrib_width,1,171813874,172355841,DNM3,1.75764828738184e-84
blood_platelet_distrib_width,1,172394174,172437592,C1orf105,2.0521588487111098e-18
blood_platelet_distrib_width,1,172505731,172577441,C1orf9,6.05921704663155e-20
blood_platelet_distrib_width,1,247465244,247489638,ZNF496,3.64589416877264e-11
blood_platelet_distrib_width,1,247584591,247610829,NLRP3,7.8162275873872e-08
blood_platelet_distrib_width,1,247712613,247736230,C1orf150,3.78316291376322e-98
blood_platelet_distrib_width,1,248021765,248039713,TRIM58,7.54349454385585e-93
blood_platelet_distrib_width,10,64927823,65220711,JMJD1C,9.27062748096171e-10
blood_platelet_distrib_width,11,9803394,10268593,SBF2,5.73526995171724e-14
blood_platelet_distrib_width,11,33038469,33054856,DEPDC7,5.78077614665773e-08
blood_platelet_distrib_width,11,72008410,72135103,CLPB,1.21677585916211e-12
blood_platelet_distrib_width,11,72945341,72946308,P2RY2,3.04599697488189e-10
blood_platelet_distrib_width,11,85956478,85983703,EED,1.23504896821069e-10
blood_platelet_distrib_width,11,116620377,116639335,BUD13,5.41965447761666e-34
blood_platelet_distrib_width,11,117162762,117182657,BACE1,6.73448441654913e-10
blood_platelet_distrib_width,12,49308284,49314994,CCDC65,1.91283425225706e-19
blood_platelet_distrib_width,12,54637775,54649978,CBX5,1.03085795455371e-09
blood_platelet_distrib_width,12,56995856,57023284,BAZ2A,1.0069896198278801e-15
blood_platelet_distrib_width,12,57422934,57437119,MYO1A,9.24935482649047e-08
blood_platelet_distrib_width,12,101871006,101880128,SPIC,8.45435902271172e-14
blood_platelet_distrib_width,12,112869780,112935344,PTPN11,2.0760110289696e-08
blood_platelet_distrib_width,12,122247114,122266840,SETD1B,2.5337078899516797e-40
blood_platelet_distrib_width,12,122361711,122404946,WDR66,2.32596949865405e-10
blood_platelet_distrib_width,13,47127813,47324173,LRCH1,3.91492634409548e-43
blood_platelet_distrib_width,13,113980587,114017189,GRTP1,3.57179365453878e-10
blood_platelet_distrib_width,13,114156517,114199612,TMCO3,7.9766173373579e-08
blood_platelet_distrib_width,14,51196657,51280387,NIN,1.23273751897691e-08
blood_platelet_distrib_width,14,69676591,69704434,EXD2,3.89584533522225e-08
blood_platelet_distrib_width,15,64793027,64957587,ZNF609,2.177613160983e-11
blood_platelet_distrib_width,15,65035120,65063311,RBPMS2,1.69158323598768e-13
blood_platelet_distrib_width,15,65108504,65116390,PIF1,8.15181830960909e-10
blood_platelet_distrib_width,15,65411709,65420321,PDCD7,3.16589241612399e-09
blood_platelet_distrib_width,16,11439679,11444572,RMI2,3.53527850327495e-08
blood_platelet_distrib_width,16,88520070,88601360,ZFPM1,1.89977088059892e-10
blood_platelet_distrib_width,17,4712395,4726143,PLD2,2.49267799294436e-12
blood_platelet_distrib_width,17,4875628,4888017,CAMTA2,5.24659192614726e-23
blood_platelet_distrib_width,17,4908721,4918458,KIF1C,8.3899354420377e-30
blood_platelet_distrib_width,17,5187169,5282397,RABEP1,1.75303599698584e-09
blood_platelet_distrib_width,17,33875688,33884804,SLFN14,4.146086294707689e-132
blood_platelet_distrib_width,17,33921338,34046034,AP2B1,1.32610077009515e-59
blood_platelet_distrib_width,17,34139854,34171452,TAF15,1.00911112128437e-10
blood_platelet_distrib_width,17,57698208,57752869,CLTC,4.0423695721065e-21
blood_platelet_distrib_width,17,57973920,58022484,RPS6KB1,2.8938911769172703e-19
blood_platelet_distrib_width,18,9551028,9607600,PPP4R1,7.24222914971762e-09
blood_platelet_distrib_width,18,20718352,20834307,CABLES1,3.3596778892047203e-10
blood_platelet_distrib_width,18,67531642,67605124,CD226,7.5711010667935e-16
blood_platelet_distrib_width,19,6775871,6850767,VAV1,2.08483726851025e-23
blood_platelet_distrib_width,19,14493302,14517594,CD97,1.27837503007937e-10
blood_platelet_distrib_width,19,18428632,18433714,LSM4,1.01369536682648e-16
blood_platelet_distrib_width,19,39147510,39210593,ACTN4,1.27824053986628e-08
blood_platelet_distrib_width,19,55525818,55549383,GP6,5.950869936540498e-29
blood_platelet_distrib_width,19,55559034,55573633,RDH13,1.20461515245593e-16
blood_platelet_distrib_width,19,55693469,55718806,PTPRH,8.62822703159887e-11
blood_platelet_distrib_width,2,31459037,31488965,EHD3,1.56308520384639e-45
blood_platelet_distrib_width,2,32095591,32221763,MEMO1,3.63732783198958e-13
blood_platelet_distrib_width,2,219089070,219109882,ARPC2,6.50655851419657e-08
blood_platelet_distrib_width,2,225633209,225898467,DOCK10,1.09047396608336e-65
blood_platelet_distrib_width,20,57429447,57478939,GNAS,5.102473089734511e-10
blood_platelet_distrib_width,20,57558010,57564695,TH1L,6.09132855864465e-97
blood_platelet_distrib_width,20,57594684,57599402,TUBB1,0.0
blood_platelet_distrib_width,20,57768655,57825431,ZNF831,6.72739216419768e-39
blood_platelet_distrib_width,20,57876800,57898665,EDN3,5.11395827183853e-21
blood_platelet_distrib_width,22,38057610,38061637,PDXP,5.69381195638361e-10
blood_platelet_distrib_width,22,38106089,38163777,TRIOBP,1.94845389777552e-14
blood_platelet_distrib_width,22,38306893,38328597,MICALL1,1.39878241975822e-43
blood_platelet_distrib_width,22,42984153,43010821,POLDIP3,4.89222139465895e-08
blood_platelet_distrib_width,22,43195109,43244928,ARFGAP3,1.28671965505462e-32
blood_platelet_distrib_width,22,43447238,43466659,TTLL1,6.15019491672823e-25
blood_platelet_distrib_width,3,47270336,47305025,KIF9,1.65707294951227e-10
blood_platelet_distrib_width,3,47651536,47821025,SMARCC1,3.48173510044821e-12
blood_platelet_distrib_width,3,47895705,48040283,MAP4,6.591113386536191e-20
blood_platelet_distrib_width,3,48205625,48229366,CDC25A,1.45090795022668e-08
blood_platelet_distrib_width,3,124306060,124423729,KALRN,1.84383658682085e-23
blood_platelet_distrib_width,3,124482957,124604858,ITGB5,6.4858749857974095e-16
blood_platelet_distrib_width,4,142950410,143351366,INPP4B,1.50120021057198e-11
blood_platelet_distrib_width,5,75700993,75997063,IQGAP2,1.65749197722035e-18
blood_platelet_distrib_width,5,76115172,76117836,F2RL1,3.1570592948786696e-11
blood_platelet_distrib_width,5,76988619,77070033,TBCA,5.92636234110052e-10
blood_platelet_distrib_width,5,134242212,134279940,PCBD2,3.17326569724467e-09
blood_platelet_distrib_width,6,31098832,31107648,PSORS1C1,6.69336563050386e-16
blood_platelet_distrib_width,6,31110391,31125257,CCHCR1,1.04043020443872e-11
blood_platelet_distrib_width,6,31127562,31130078,TCF19,1.21746303576728e-11
blood_platelet_distrib_width,6,31237257,31238716,HLA-C,2.10156863264765e-16
blood_platelet_distrib_width,6,31322367,31324552,HLA-B,5.80499456281913e-08
blood_platelet_distrib_width,6,31373985,31379059,MICA,2.87142450823279e-17
blood_platelet_distrib_width,6,31469468,31477681,MICB,4.23082444012867e-14
blood_platelet_distrib_width,6,31496915,31497706,MCCD1,1.5938632821611602e-17
blood_platelet_distrib_width,6,31583224,31583931,AIF1,1.59179595776885e-14
blood_platelet_distrib_width,6,31591808,31605199,PRRC2A,2.0051603024179298e-30
blood_platelet_distrib_width,6,31631334,31632134,GPANK1,4.51765639550903e-16
blood_platelet_distrib_width,6,31655438,31669496,ABHD16A,2.66775380399172e-23
blood_platelet_distrib_width,6,31708910,31728267,MSH5,8.36868590159459e-08
blood_platelet_distrib_width,6,31731881,31732207,C6orf26,2.9167826286667e-09
blood_platelet_distrib_width,6,31850332,31864674,EHMT2,3.26244123882609e-25
