Trait,CHR,pStart,pEnd,Gene,pval_fastKAST
blood_mch,6,32149883,32151934,AGER,1e-14
blood_mch,6,32163274,32191457,NOTCH4,2.132989451730793e-09
blood_mch,6,32261507,32339076,C6orf10,4.4763748263676455e-11
blood_mch,6,32407906,32411362,HLA-DRA,1.0205836176169214e-09
blood_mch,6,32941191,32946133,BRD2,1.0727763122275745e-10
blood_mch,6,34287912,34354073,NUDT3,5.6571952677941795e-09
blood_mch,6,35803103,35883361,SRPK1,1.811806260576532e-11
blood_mch,6,35911856,35969768,SLC26A8,1.2895166601190056e-08
blood_mch,6,36168628,36195966,BRPF3,7.29614146877111e-10
blood_mch,6,41533573,41561354,FOXP4,1.3580954472125484e-08
blood_mch,6,41607584,41617658,MDFI,1.7977473176777892e-08
blood_mch,6,41656820,41658889,TFEB,1e-14
blood_mch,6,42019983,42042886,TAF8,1e-14
blood_mch,6,44197006,44200953,SLC29A1,6.193158319511838e-09
blood_mch,6,108887202,108980612,FOXO3,4.265686137649993e-08
blood_mch,6,109184613,109290438,ARMC2,5.045098783185152e-10
blood_mch,6,109323519,109404198,SESN1,1e-14
blood_mch,6,109468136,109480562,CEP57L1,1e-14
blood_mch,6,109727046,109760259,PPIL6,1e-14
blood_mch,6,109767929,109775366,MICAL1,1e-14
blood_mch,6,109788801,109802651,ZBTB24,4.703459843824476e-12
blood_mch,6,109814941,109964827,AKD1,1e-14
blood_mch,6,110014882,110126393,FIG4,1e-14
blood_mch,6,111416198,111543412,SLC16A10,3.497341527491926e-09
blood_mch,6,111880831,111913262,TRAF3IP2,1.6780096201429732e-08
blood_mch,6,135239758,135254292,ALDH8A1,1e-14
blood_mch,6,135296684,135371329,HBS1L,1e-14
blood_mch,6,135506442,135539103,MYB,1e-14
blood_mch,6,135623584,135796882,AHI1,1e-14
blood_mch,6,136191942,136500778,PDE7B,1e-14
blood_mch,7,5231156,5267238,WIPI2,1e-14
blood_mch,7,50531713,50610918,DDC,1e-14
blood_mch,7,50660787,50796106,GRB10,4.528211139387395e-11
blood_mch,7,98637988,98731137,SMURF1,1e-14
blood_mch,7,98775453,98804967,KPNA7,1.001800098432426e-08
blood_mch,7,99250475,99272310,CYP3A5,1e-14
blood_mch,7,100010770,100017454,ZCWPW1,1e-14
blood_mch,7,100137085,100154079,AGFG2,1e-14
blood_mch,7,100186424,100198386,FBXO24,1e-14
blood_mch,7,100218631,100227188,TFR2,1e-14
blood_mch,7,100406207,100423845,EPHB4,1e-14
blood_mch,7,100488407,100490797,ACHE,3.622729005670066e-09
blood_mch,7,100675512,100695140,MUC17,1.4970580330952998e-11
blood_mch,7,127015083,127030408,ZNF800,2.4365320872021807e-10
blood_mch,7,135242747,135329690,NUP205,7.125566803267702e-11
blood_mch,7,135376041,135407474,SLC13A4,1.6114076739626168e-10
blood_mch,8,23291244,23297133,ENTPD4,7.038813976123492e-14
blood_mch,8,23391947,23426810,SLC25A37,1e-14
blood_mch,8,30247184,30413888,RBPMS,2.722488900985809e-12
blood_mch,8,98659990,98728251,MTDH,1.5800407648924875e-09
blood_mch,8,141545966,141639262,EIF2C2,9.185741056683128e-11
blood_mch,8,141716945,141886412,PTK2,3.997246977860414e-12
blood_mch,8,145053629,145059425,PARP10,5.874308817155337e-10
blood_mch,8,145220414,145276643,HEATR7A,1.5421421251105016e-08
blood_mch,9,4795595,4854307,RCL1,1e-14
blood_monocyte,1,10308958,10429705,KIF1B,1.707661789751569e-10
blood_monocyte,1,10701438,10752990,CASZ1,1.061467691521045e-09
blood_monocyte,1,26517267,26527951,CATSPER4,4.6577258050461985e-08
blood_monocyte,1,26688524,26691174,ZNF683,2.1600242705588357e-09
blood_monocyte,1,28204134,28206250,C1orf38,6.16251605300988e-10
blood_monocyte,1,89840340,89849742,GBP6,7.455862593985785e-10
blood_monocyte,1,92150058,92309464,TGFBR3,1e-14
blood_monocyte,1,92546425,92598705,BTBD8,1e-14
blood_monocyte,1,92766438,92841991,RPAP2,1e-14
blood_monocyte,1,92981330,93257374,EVI5,1e-14
blood_monocyte,1,93323394,93425990,FAM69A,1e-14
blood_monocyte,1,150125249,150130096,PLEKHO1,8.68343117410575e-08
blood_monocyte,1,150230795,150236107,CA14,3.3048400682744734e-08
blood_monocyte,1,150270791,150280621,MRPS21,5.1627776387341846e-08
blood_monocyte,1,150337289,150440279,RPRD2,1e-14
blood_monocyte,1,150481896,150484844,ECM1,2.3281212513381892e-09
blood_monocyte,1,150526044,150532376,ADAMTSL4,1.404210081545898e-12
blood_monocyte,1,150550924,150551327,MCL1,5.6598059572365855e-12
blood_monocyte,1,150651482,150658971,GOLPH3L,1e-14
blood_monocyte,1,150678910,150683207,HORMAD1,1e-14
blood_monocyte,1,150724531,150737220,CTSS,1e-14
blood_monocyte,1,150784620,150808889,ARNT,1e-14
blood_monocyte,1,150902203,150923099,SETDB1,1e-14
blood_monocyte,1,150938877,150940358,CERS2,1e-14
blood_monocyte,1,150984035,151006691,PRUNE,2.9976021664879227e-14
blood_monocyte,1,151185952,151217738,PIP5K1A,1e-14
blood_monocyte,1,154382049,154423485,IL6R,6.071809721674981e-13
blood_monocyte,1,154499947,154516404,TDRD10,2.084603023533305e-08
blood_monocyte,1,156223823,156251425,SMG5,4.288844834832161e-10
blood_monocyte,1,161043764,161057909,PVRL4,1.795041271179798e-08
blood_monocyte,1,169663079,169676486,SELL,4.188505098312589e-11
blood_monocyte,1,169695870,169701060,SELE,2.1531576521738319e-10
blood_monocyte,1,205130413,205180474,DSTYK,8.771687931563577e-09
blood_monocyte,1,212459615,212505662,PPP2R5A,2.423616862756717e-13
blood_monocyte,1,212611470,212619339,NENF,3.837274942242175e-11
blood_monocyte,1,220970028,220985677,MOSC1,1.1711015490689649e-08
blood_monocyte,1,223285200,223286191,TLR5,2.8888555991812837e-09
blood_monocyte,1,235836962,235993709,LYST,1.2858603071208565e-12
blood_monocyte,10,25139850,25241502,PRTFDC1,6.020594445210747e-08
blood_monocyte,10,44871739,44876499,CXCL12,1.2697065621125604e-11
blood_monocyte,10,50339754,50341954,FAM170B,7.54668136870862e-08
blood_monocyte,10,98362921,98478317,PIK3AP1,1e-14
blood_monocyte,10,98986189,99046404,ARHGAP19,1e-14
blood_monocyte,10,99116903,99156294,RRP12,1e-14
blood_monocyte,10,99262089,99316892,UBTD1,1e-14
blood_monocyte,11,1874404,1907421,LSP1,6.49058584656359e-09
blood_monocyte,11,2325427,2337650,TSPAN32,1.4127419234455372e-09
blood_monocyte,11,60156297,60159997,MS4A7,1.4171726014922115e-09
blood_monocyte,11,72945341,72946308,P2RY2,2.7278179715040096e-13
blood_monocyte,11,108032707,108092637,NPAT,3.7049431744762273e-08
blood_monocyte,11,120221618,120347586,ARHGEF12,6.343564740163289e-08
blood_monocyte,11,122535470,122679481,UBASH3B,1e-14
blood_monocyte,11,128333805,128436400,ETS1,4.681992571420324e-10
blood_monocyte,12,406292,497987,KDM5A,7.761406162209995e-08
blood_monocyte,12,675339,771045,NINJ2,8.58494276778643e-08
blood_monocyte,12,864520,1016910,WNK1,1.9027446285235783e-11
blood_monocyte,12,6440009,6450203,TNFRSF1A,9.5767838104166e-13
blood_monocyte,12,6457798,6482514,SCNN1A,3.7467839941740517e-10
blood_monocyte,12,89817213,89917518,POC1B,6.8041128287177336e-12
blood_monocyte,12,111490653,111785515,CUX2,4.5406615245546795e-08
blood_monocyte,12,112091244,112111717,BRAP,1.1457501614131615e-12
blood_monocyte,12,112869780,112935344,PTPN11,1.844080443902385e-13
blood_monocyte,12,124821413,124979266,NCOR2,2.199416648807073e-09
blood_monocyte,13,27646317,27740972,USP12,7.722711359292589e-13
blood_monocyte,13,28561276,28562605,PRHOXNB,3.1781780984729835e-08
blood_monocyte,13,28580587,28671088,FLT3,1e-14
blood_monocyte,13,28727696,28858082,PAN3,1e-14
blood_monocyte,13,28879839,29067865,FLT1,4.150013666048835e-13
blood_monocyte,13,41136477,41223886,FOXO1,9.076961404730356e-12
blood_monocyte,13,108923449,108956317,TNFSF13B,2.4693802558317657e-11
blood_monocyte,14,23531507,23564437,ACIN1,3.7616027515063883e-08
blood_monocyte,14,25282393,25438196,STXBP6,1.1196599203344704e-12
blood_monocyte,14,35230980,35336880,BAZ1A,7.2865128375454455e-09
blood_monocyte,14,75230837,75299883,YLPM1,2.0506047748725112e-08
blood_monocyte,14,75350366,75363369,DLST,7.215934805238079e-08
blood_monocyte,14,92980553,93151596,RIN3,1e-14
blood_monocyte,14,103870716,103967504,MARK3,1e-14
blood_monocyte,14,104027557,104028270,BAG5,1e-14
blood_monocyte,14,104122483,104174441,KLC1,8.356648706353553e-12
blood_monocyte,14,104182998,104197122,ZFYVE21,1.7660332862767802e-08
blood_monocyte,15,42193571,42264135,EHD4,1e-14
blood_monocyte,15,64410816,64428860,SNX1,1e-14
blood_monocyte,15,64466574,64580583,CSNK1G1,1e-14
blood_monocyte,15,64714519,64746280,TRIP4,1e-14
blood_monocyte,15,64793027,64957587,ZNF609,3.545411608740778e-08
blood_monocyte,15,80137560,80189230,MTHFS,1e-14
blood_monocyte,16,4016377,4164337,ADCY9,7.597087103849988e-08
blood_monocyte,16,57056609,57116287,NLRC5,1.2904428525750689e-08
blood_monocyte,16,85940010,85948098,IRF8,1e-14
blood_monocyte,17,1935204,1943880,DPH1,3.1345120721226756e-08
blood_monocyte,17,1965542,2202943,SMG6,2.8421709430404014e-14
blood_monocyte,17,27904322,27911557,GIT1,1.4409994752995205e-08
blood_monocyte,17,27957939,28229418,SSH2,1e-14
blood_monocyte,17,28296327,28431640,EFCAB5,1e-14
blood_monocyte,17,28492033,28512405,NSRP1,1e-14
blood_monocyte,17,29162212,29221277,ATAD5,6.948459696509701e-09
blood_monocyte,17,35879970,35963849,SYNRG,1.792284098911523e-10
blood_monocyte,17,35981285,36003420,DDX52,1.3668178366899042e-08
blood_monocyte,17,38344485,38348353,RAPGEFL1,1.2236415658506417e-08
blood_monocyte,17,43516738,43555253,PLEKHM1,8.460797695786226e-08
blood_monocyte,17,56057565,56062440,VEZF1,1e-14
blood_monocyte,17,56320790,56344867,LPO,2.2682924760708545e-08
blood_monocyte,17,56348106,56356502,MPO,1e-14
blood_monocyte,17,56383744,56405046,BZRAP1,1e-14
blood_monocyte,17,56427077,56429094,SUPT4H1,1e-14
blood_monocyte,17,56432743,56492800,RNF43,1e-14
blood_monocyte,17,56499946,56558918,HSF5,3.443460405705423e-09
blood_monocyte,17,56584205,56588542,MTMR4,1e-14
blood_monocyte,17,56620167,56621286,C17orf47,7.819730196700903e-09
blood_monocyte,17,56659018,56717003,TEX14,1e-14
blood_monocyte,17,56833612,57017420,PPM1E,1e-14
blood_monocyte,17,57082122,57181441,TRIM37,1e-14
blood_monocyte,17,57319984,57332520,GDPD1,5.895543497835831e-09
blood_monocyte,17,57434316,57473546,YPEL2,7.608009666704163e-09
blood_monocyte,17,57698208,57752869,CLTC,2.5002222514558525e-13
blood_monocyte,17,57839539,57916165,VMP1,1.2401191185063e-13
blood_monocyte,17,57940703,57965731,TUBD1,1e-14
blood_monocyte,17,57973920,58022484,RPS6KB1,1e-14
blood_monocyte,17,72671620,72737755,RAB37,4.914024742674883e-11
blood_monocyte,17,72775358,72827664,TMEM104,1e-14
blood_monocyte,17,80904844,81009636,B3GNTL1,1.1155520951433573e-12
blood_monocyte,17,81040193,81052130,METRNL,1e-14
blood_monocyte,18,43802953,43841430,C18orf25,1.4876988529977098e-14
blood_monocyte,18,60804334,60978979,BCL2,1e-14
blood_monocyte,18,77440816,77510458,CTDP1,3.1706748337967377e-11
blood_monocyte,19,3224896,3281298,CELF5,3.408828774809081e-12
blood_monocyte,19,3362658,3458154,NFIC,2.2812127520310813e-08
blood_monocyte,19,6665020,6669934,TNFSF14,1e-14
blood_monocyte,19,7831166,7831953,CLEC4M,1.0935280458923556e-08
blood_monocyte,19,13108536,13186759,NFIX,5.24339605068036e-09
blood_monocyte,19,18428632,18433714,LSM4,3.180589125406641e-11
blood_monocyte,19,18558517,18631845,ELL,6.879370406664974e-10
blood_monocyte,19,42506044,42569043,GRIK5,3.514522006753396e-12
blood_monocyte,19,42596056,42615424,POU2F2,3.7604297897786416e-08
blood_monocyte,19,43087484,43096838,CEACAM8,1.6491119581019118e-10
blood_monocyte,19,44272354,44281898,KCNN4,1e-14
blood_monocyte,19,44339960,44352769,ZNF283,1e-14
blood_monocyte,19,44418077,44423981,ZNF45,1e-14
blood_monocyte,19,45716364,45734433,EXOC3L2,8.164580123093401e-13
blood_monocyte,19,45756763,45799910,MARK4,1e-14
blood_monocyte,19,45814860,45821183,CKM,1e-14
blood_monocyte,19,54297423,54327313,NLRP12,1e-14
blood_monocyte,2,12858444,12869661,TRIB2,1.7470453417267606e-08
blood_monocyte,2,45880024,46411207,PRKCE,3.1478153417197063e-11
blood_monocyte,2,65548507,65650140,SPRED2,9.578315918190583e-11
blood_monocyte,2,111534586,111875388,ACOXL,1e-14
blood_monocyte,2,111886332,111916545,BCL2L11,1e-14
blood_monocyte,2,148607647,148681521,ACVR2A,7.16093850883226e-14
blood_monocyte,2,148703965,148731331,ORC4,1.3493650641294153e-12
blood_monocyte,2,181875025,181921269,UBE2E3,2.735212056848013e-11
blood_monocyte,2,182325493,182395345,ITGA4,1e-14
blood_monocyte,2,182408184,182519785,CERKL,1e-14
blood_monocyte,2,182756900,182789383,SSFA2,7.332976725837882e-08
blood_monocyte,2,219136461,219209248,PNKD,1.5303758260643008e-11
blood_monocyte,2,225633209,225898467,DOCK10,1e-14
blood_monocyte,20,1546805,1600405,SIRPB1,5.912482836656352e-09
blood_monocyte,20,8114433,8857269,PLCB1,1.3218315331187114e-12
blood_monocyte,20,30953516,31019024,ASXL1,1e-14
blood_monocyte,20,31297436,31324035,COMMD7,2.262190434976219e-12
blood_monocyte,20,48700189,48769055,UBE2V1,8.32597051303452e-08
blood_monocyte,20,49132208,49196167,PTPN1,2.687849942617504e-12
blood_monocyte,21,39759705,39945849,ERG,6.222232640240577e-08
blood_monocyte,22,17579013,17586471,IL17RA,3.593791930711632e-13
blood_monocyte,22,19965563,19969106,ARVCF,7.499645349184901e-11
blood_monocyte,22,24621293,24639069,GGT5,1e-14
blood_monocyte,22,43567936,43579774,TTLL12,2.0226043062621098e-12
blood_monocyte,3,39168743,39180100,TTC21A,5.03080761493635e-08
blood_monocyte,3,39307162,39323163,CX3CR1,1e-14
blood_monocyte,3,42753966,42799765,CCDC13,1e-14
blood_monocyte,3,42828546,42845531,HIGD1A,1e-14
blood_monocyte,3,43021383,43096875,FAM198A,1e-14
blood_monocyte,3,43409582,43627297,ANO10,4.747069404231752e-11
blood_monocyte,3,45969795,46003735,FYCO1,2.684451216872219e-09
blood_monocyte,3,46479668,46503753,LTF,2.987029956713627e-08
blood_monocyte,3,46579125,46593062,LRRC2,1.4460268427107792e-08
blood_monocyte,3,46965111,47011310,CCDC12,3.5454085223207703e-09
blood_monocyte,3,48965078,49019488,ARIH2,2.6442867007148152e-08
blood_monocyte,3,50005916,50112998,RBM6,3.934556880302864e-08
blood_monocyte,3,123035463,123152942,ADCY5,3.1269810740752746e-08
blood_monocyte,3,127872506,128122580,EEFSEC,6.021853682369738e-09
blood_monocyte,3,128200459,128204960,GATA2,1e-14
blood_monocyte,3,128344786,128356279,RPN1,1e-14
blood_monocyte,3,128690948,128710019,KIAA1257,2.5990432028777377e-11
blood_monocyte,3,128724808,128755953,CCDC48,3.8045100403394367e-10
blood_monocyte,3,129381533,129546664,TMCC1,2.1223245383339414e-11
blood_monocyte,3,141206800,141307120,RASA2,1e-14
blood_monocyte,3,196511985,196554314,PAK2,3.8563596760354806e-11
blood_monocyte,4,6925237,7023479,TBC1D14,1e-14
blood_monocyte,4,39064162,39119299,KLHL5,5.428990590417015e-13
blood_monocyte,4,55524252,55602451,KIT,6.245962635986756e-10
blood_monocyte,4,57779567,57797467,REST,4.455373836531607e-08
blood_monocyte,4,83561503,83714790,SCD5,1.3322676295501878e-12
blood_monocyte,4,84185981,84202932,COQ2,1.0388245819115127e-11
blood_monocyte,4,145041577,145057120,GYPA,1.7074452962617667e-10
blood_monocyte,5,55402013,55512537,ANKRD55,8.766321002440236e-11
blood_monocyte,5,71739602,71756896,ZNF366,8.404850149190678e-10
blood_monocyte,5,131819800,131824486,IRF1,4.5529358061457964e-10
blood_monocyte,5,149384610,149431223,HMGXB3,3.6541925041433394e-08
blood_monocyte,5,149434954,149465491,CSF1R,3.077538224260934e-13
blood_monocyte,5,149498151,149514958,PDGFRB,1e-14
blood_monocyte,6,10536236,10614118,GCNT2,1.0496323810116335e-09
blood_monocyte,6,25293399,25619463,LRRC16A,1.4064305275951485e-12
blood_monocyte,6,25655059,25684405,SCGN,1.618532752267754e-09
blood_monocyte,6,25812069,25826119,SLC17A1,8.545841811979925e-10
blood_monocyte,6,25974204,25983010,TRIM38,1e-14
blood_monocyte,6,26367218,26374549,BTN3A2,1e-14
blood_monocyte,6,26388405,26392629,BTN2A2,1e-14
blood_monocyte,6,26462356,26474742,BTN2A1,1e-14
blood_monocyte,6,26501897,26509382,BTN1A1,1e-14
blood_monocyte,6,27420048,27440004,ZNF184,2.7093696730595692e-08
blood_monocyte,6,27879200,27879982,OR2B2,1e-14
blood_monocyte,6,28094432,28097193,ZSCAN16,1e-14
blood_monocyte,6,28195521,28198755,ZNF193,8.815170815523744e-14
blood_monocyte,6,28213918,28217797,ZKSCAN4,1e-14
blood_monocyte,6,28254862,28268824,PGBD1,1e-14
blood_monocyte,6,28327371,28333396,ZKSCAN3,1e-14
blood_monocyte,6,28402260,28403603,ZSCAN23,1e-14
blood_monocyte,6,28543089,28546952,SCAND3,1e-14
blood_monocyte,6,29364643,29364835,OR12D2,4.364297034875619e-09
blood_monocyte,6,29625001,29635928,MOG,1.5435430711363548e-11
blood_monocyte,6,29640951,29644502,ZFP57,1e-14
blood_monocyte,6,29691582,29693969,HLA-F,1e-14
blood_monocyte,6,29795636,29796327,HLA-G,1e-14
blood_monocyte,6,29910663,29912968,HLA-A,1e-14
blood_monocyte,6,30039418,30041559,RNF39,1e-14
blood_monocyte,6,30071330,30080274,TRIM31,1e-14
blood_monocyte,6,30105154,30115542,TRIM40,7.334577389883634e-12
blood_monocyte,6,30121605,30128222,TRIM10,1e-14
blood_monocyte,6,30131503,30139699,TRIM15,1e-14
blood_monocyte,6,30154049,30166266,TRIM26,1e-14
blood_monocyte,6,30599702,30601067,ATAT1,5.339316544450412e-09
blood_monocyte,6,30855907,30865279,DDR1,1e-14
blood_monocyte,6,30878523,30881103,GTF2H4,3.6427836302976864e-08
blood_monocyte,6,30882277,30893941,VARS2,4.054756530535997e-12
blood_monocyte,6,30912481,30920086,DPCR1,1e-14
blood_monocyte,6,30953105,30955929,MUC21,1.1857181902996672e-13
blood_monocyte,6,31079242,31080016,C6orf15,1e-14
blood_monocyte,6,31084048,31087908,CDSN,1e-14
blood_monocyte,6,31098832,31107648,PSORS1C1,1e-14
blood_monocyte,6,31110391,31125257,CCHCR1,1e-14
blood_monocyte,6,31132649,31138107,POU5F1,1e-14
blood_monocyte,6,31469468,31477681,MICB,1e-14
blood_monocyte,6,31496915,31497706,MCCD1,1e-14
blood_monocyte,6,31498497,31507834,DDX39B,1e-14
blood_monocyte,6,31513402,31514247,ATP6V1G2,1e-14
blood_monocyte,6,31515799,31525448,NFKBIL1,1e-14
blood_monocyte,6,31540556,31540784,LTA,1e-14
blood_monocyte,6,31591808,31605199,PRRC2A,1e-14
blood_monocyte,6,31607111,31618761,BAG6,1e-14
blood_monocyte,6,31631334,31632134,GPANK1,1e-14
blood_monocyte,6,31674944,31678073,LY6G6F,1e-14
blood_monocyte,6,31708910,31728267,MSH5,4.447553436648377e-13
blood_monocyte,6,31731881,31732207,C6orf26,1e-14
blood_monocyte,6,31736065,31741659,C6orf27,1e-14
blood_monocyte,6,31834197,31844684,SLC44A4,1e-14
blood_monocyte,6,31850332,31864674,EHMT2,1e-14
blood_monocyte,6,31868765,31912523,ZBTB12,4.8918988193591424e-08
blood_monocyte,6,31915144,31918903,CFB,1.2501574220280531e-09
blood_monocyte,6,31928148,31937037,SKIV2L,1.6036505456895608e-11
blood_monocyte,6,32121659,32130329,PPT2,1e-14
blood_monocyte,6,32134510,32135137,EGFL8,1e-14
blood_monocyte,6,32146492,32148031,RNF5,1e-14
blood_monocyte,6,32149883,32151934,AGER,1e-14
blood_monocyte,6,32163274,32191457,NOTCH4,1e-14
blood_monocyte,6,32261507,32339076,C6orf10,1e-14
blood_monocyte,6,32407906,32411362,HLA-DRA,1e-14
blood_monocyte,6,32605326,32609813,HLA-DQA1,1e-14
blood_monocyte,6,32628189,32633970,HLA-DQB1,1e-14
blood_monocyte,6,32709964,32714143,HLA-DQA2,1e-14
blood_monocyte,6,32724719,32730392,HLA-DQB2,1e-14
blood_monocyte,6,32781112,32783896,HLA-DOB,9.834466574432099e-12
blood_monocyte,6,32792973,32805470,TAP2,2.7394531088020813e-11
blood_monocyte,6,33045558,33053942,HLA-DPB1,1.6986412276764895e-14
blood_monocyte,6,33269881,33280629,TAPBP,4.664843178403544e-09
blood_monocyte,6,34559969,34657369,C6orf106,2.6306038680701252e-08
blood_monocyte,6,41162518,41168337,TREML2,8.251177519014163e-13
blood_monocyte,6,42019983,42042886,TAF8,8.321032862745882e-08
blood_monocyte,6,122768149,122779099,SERINC1,1.455208287204357e-09
blood_monocyte,6,135296684,135371329,HBS1L,1e-14
blood_monocyte,6,135623584,135796882,AHI1,7.735905249717233e-10
blood_monocyte,7,2774125,2882829,GNA12,1.856787723575337e-08
blood_monocyte,7,49815474,49949343,VWC2,4.645705875550021e-08
blood_monocyte,7,49991697,50127704,ZPBP,1.3696390688267002e-09
blood_monocyte,7,50531713,50610918,DDC,1.5075666270902843e-09
blood_monocyte,7,50660787,50796106,GRB10,1e-14
blood_monocyte,7,73012042,73026378,MLXIPL,1.7192447687719437e-08
blood_monocyte,7,92246744,92461652,CDK6,4.2364223240554106e-10
blood_monocyte,7,99833851,99846442,GATS,4.949709087043175e-09
blood_monocyte,7,100010770,100017454,ZCWPW1,4.840068346112503e-10
blood_monocyte,8,48174091,48647273,KIAA0146,5.545564008002657e-13
blood_monocyte,8,59524884,59570619,NSMAF,1.6335089503272116e-08
blood_monocyte,8,116431304,116621561,TRPS1,1e-14
blood_monocyte,9,21970916,21986847,CDKN2A,1e-14
blood_monocyte,9,33752015,33792265,PRSS3,4.8129853880141133e-08
blood_monocyte,9,33818501,33903966,UBE2R2,6.643037231413017e-10
blood_monocyte,9,33924136,34017106,UBAP2,3.8127950907629327e-08
blood_monocyte,9,91641870,91775958,SHC3,9.206270412676076e-09
blood_monocyte,9,113645842,113707469,LPAR1,2.8643754035329045e-14
blood_monocyte,9,114128759,114216674,KIAA0368,1e-14
blood_monocyte,9,114290716,114359624,ZNF483,1e-14
blood_monocyte,9,114400998,114407960,DNAJC25,2.574163104895888e-12
blood_monocyte,9,114453006,114539861,C9orf84,1e-14
blood_monocyte,9,114660452,114694991,UGCG,2.515609942577157e-11
blood_monocyte,9,136259231,136270538,C9orf96,3.0754034430202644e-08
blood_mpv,1,2994717,3349775,PRDM16,1e-14
blood_mpv,1,6848799,7800342,CAMTA1,1e-14
blood_mpv,1,7832026,7839405,VAMP3,1e-14
blood_mpv,1,10106684,10237187,UBE4B,2.336242310718717e-12
blood_mpv,1,10308958,10429705,KIF1B,1e-14
blood_mpv,1,11850750,11863057,MTHFR,2.9236503662488644e-08
blood_mpv,1,25877492,25892880,LDLRAP1,1e-14
blood_mpv,1,45504720,45661273,ZSWIM5,1.819991934937093e-08
blood_mpv,1,45795084,45808863,MUTYH,1e-14
blood_mpv,1,45810865,45917282,TESK2,1e-14
blood_mpv,1,52255943,52324228,NRD1,7.423863745970039e-10
blood_mpv,1,52395516,52441278,RAB3B,7.385341338483897e-09
blood_mpv,1,62928073,63144920,DOCK7,1e-14
blood_mpv,1,109260477,109283654,FNDC7,7.810811020192433e-08
blood_mpv,1,111730901,111742841,DENND2D,1e-14
blood_mpv,1,113017295,113054659,WNT2B,1e-14
blood_mpv,1,113076707,113160491,ST7L,1e-14
blood_mpv,1,113162494,113196896,CAPZA1,2.398081733190338e-14
blood_mpv,1,113234456,113240376,MOV10,1e-14
blood_mpv,1,114958827,115052507,TRIM33,1.5629697536212459e-10
