Trait,CHR,pStart,pEnd,Gene,pval_fastKAST,pval_skat
blood_mpv,5,75700993,75997063,IQGAP2,1e-14,0.0
blood_mpv,5,76115172,76117836,F2RL1,1e-14,3.41730031895482e-187
blood_mpv,5,76521014,76721089,PDE8B,1e-14,1.6929362507260296e-28
blood_mpv,5,76732249,76757089,WDR41,1.764988155628089e-11,1.12178969442807e-14
blood_mpv,5,88027278,88112542,MEF2C,1e-14,3.29722611891931e-09
blood_mpv,5,131004513,131116899,FNIP1,9.291394320598555e-10,4.98130845143449e-08
blood_mpv,5,131819800,131824486,IRF1,1e-14,2.09381196692557e-10
blood_mpv,5,133551516,133554676,PPP2CA,1.3031864476431562e-10,3.82728725884523e-11
blood_mpv,5,140710461,140886471,PCDHGA1,1e-14,1.61383773923876e-15
blood_mpv,5,140903792,140997959,DIAPH1,4.418687638008123e-13,1.40861029521454e-14
blood_mpv,5,141021294,141030415,FCHSD1,6.779179440030703e-10,1.69267312003289e-12
blood_mpv,5,158127025,158517233,EBF1,1e-14,5.323722987444701e-16
blood_mpv,5,158587518,158633643,RNF145,1e-14,1.22530696536688e-12
blood_mpv,5,159445881,159489455,TTC1,1e-14,7.11240473822578e-16
blood_mpv,6,25293399,25619463,LRRC16A,1e-14,1.00764057480397e-14
blood_mpv,6,25655059,25684405,SCGN,1e-14,7.59492714865175e-10
blood_mpv,6,28117105,28121278,ZNF192,1e-14,2.98749803614229e-10
blood_mpv,6,28965639,28969148,ZNF311,1e-14,6.5239239196533305e-21
blood_mpv,6,29640951,29644502,ZFP57,4.995115432393504e-12,5.552124519491761e-09
blood_mpv,6,30105154,30115542,TRIM40,1e-14,1.96489344128578e-41
blood_mpv,6,30878523,30881103,GTF2H4,1e-14,3.15035662467412e-39
blood_mpv,6,30953105,30955929,MUC21,1e-14,6.9043516683965e-10
blood_mpv,6,31098832,31107648,PSORS1C1,1e-14,2.02868485462152e-41
blood_mpv,6,31110391,31125257,CCHCR1,1e-14,1.47459388037668e-14
blood_mpv,6,31237257,31238716,HLA-C,1e-14,1.11345884667934e-26
blood_mpv,6,31469468,31477681,MICB,2.0886792295726764e-10,2.36209101609189e-21
blood_mpv,6,31496915,31497706,MCCD1,9.34340049774107e-10,2.3292679426834e-09
blood_mpv,6,31513402,31514247,ATP6V1G2,1e-14,1.44506725801337e-28
blood_mpv,6,31583224,31583931,AIF1,1e-14,4.45514580304473e-17
blood_mpv,6,31591808,31605199,PRRC2A,1e-14,9.486571990992032e-24
blood_mpv,6,31607111,31618761,BAG6,1e-14,7.30536312426366e-68
blood_mpv,6,31674944,31678073,LY6G6F,1e-14,2.84461249997604e-50
blood_mpv,6,31708910,31728267,MSH5,1e-14,7.42579563265897e-55
blood_mpv,6,31731881,31732207,C6orf26,1e-14,3.88172537495205e-10
blood_mpv,6,31736065,31741659,C6orf27,1e-14,1.71995912013594e-69
blood_mpv,6,31767667,31773975,LSM2,1e-14,5.84591456635254e-33
blood_mpv,6,31834197,31844684,SLC44A4,1e-14,8.94157914377303e-08
blood_mpv,6,31850332,31864674,EHMT2,1e-14,1.87082136373454e-55
blood_mpv,6,31868765,31912523,ZBTB12,1e-14,1.56779167389008e-100
blood_mpv,6,31915144,31918903,CFB,1e-14,2.35744256784401e-21
blood_mpv,6,31928148,31937037,SKIV2L,1e-14,2.26168436148427e-41
blood_mpv,6,31937762,31939345,DOM3Z,1e-14,2.16372816907384e-39
blood_mpv,6,32085278,32093922,ATF6B,1e-14,2.41178342949786e-66
blood_mpv,6,32121659,32130329,PPT2,1e-14,3.89615967103597e-55
blood_mpv,6,32134510,32135137,EGFL8,1.6568857397203374e-11,1.65331229652076e-10
blood_mpv,6,32149883,32151934,AGER,1e-14,1.40110485314457e-43
blood_mpv,6,32163274,32191457,NOTCH4,1e-14,3.62581756919657e-43
blood_mpv,6,32261507,32339076,C6orf10,2.953304267805379e-12,9.00662006975617e-21
blood_mpv,6,32407906,32411362,HLA-DRA,1e-14,1.98396753144583e-19
blood_mpv,6,32709964,32714143,HLA-DQA2,1e-14,7.49893439421239e-49
blood_mpv,6,32781112,32783896,HLA-DOB,1e-14,5.41386858304646e-40
blood_mpv,6,32792973,32805470,TAP2,2.1960211427085601e-13,4.1400126993274e-08
blood_mpv,6,32822186,32826450,PSMB9,6.62038757148764e-09,9.31926917958685e-22
blood_mpv,6,47450542,47578144,CD2AP,1e-14,1.84841201756558e-13
blood_mpv,6,110746262,110794632,SLC22A16,2.7540969504968868e-11,1.45322376938251e-10
blood_mpv,7,80286344,80301500,CD36,1.3102174900581076e-10,7.256558228055509e-12
blood_mpv,7,106509331,106535188,PIK3CG,6.583622536027178e-14,8.075525056106919e-12
blood_mpv,7,158431718,158486018,NCAPG2,4.441891299222789e-12,4.2400079225402e-08
blood_mpv,7,158527646,158616886,ESYT2,1e-14,2.19695015307468e-24
blood_mpv,8,131075859,131411249,ASAP1,1e-14,1.62545714271354e-22
blood_mpv,9,214864,457305,C9orf66,1e-14,3.34604562639235e-49
blood_mpv,9,95746460,95796063,FGD3,1.0081714352239146e-08,6.95752615520462e-08
blood_mpv,9,113131163,113341054,SVEP1,7.0832228971085e-14,1.61328070905013e-11
blood_mpv,9,135974079,136022263,RALGDS,1e-14,3.48036201398137e-17
blood_mscv,1,114958827,115052507,TRIM33,1.2888421441203946e-09,6.55577097327764e-08
blood_mscv,1,157975608,158064439,KIRREL,8.411271679165111e-12,1.5478955642030602e-17
blood_mscv,1,158299756,158300604,CD1B,1e-14,1.2664655446663e-20
blood_mscv,1,158368392,158369064,OR10T2,3.1328939442687436e-11,5.152896793166351e-15
blood_mscv,1,158450238,158450382,OR10R2,1e-14,1.98525691131868e-48
blood_mscv,1,158549421,158549511,OR10X1,1e-14,2.8194140125557697e-30
blood_mscv,1,158576973,158577167,OR10Z1,1e-14,7.91090915307576e-12
blood_mscv,1,158584091,158653509,SPTA1,1e-14,9.28769718536516e-218
blood_mscv,1,198613504,198714895,PTPRC,1e-14,1.01327364499856e-11
blood_mscv,10,71054102,71160699,HK1,1e-14,5.079324714793901e-11
blood_mscv,11,9803394,10268593,SBF2,2.635272000617306e-10,3.74487552079472e-08
blood_mscv,11,64112050,64117106,CCDC88B,2.0472512574087887e-11,1.23046442191098e-10
blood_mscv,11,116620377,116639335,BUD13,1e-14,2.0833630483971104e-10
blood_mscv,12,53924293,53957586,ATF7,5.8012039616528455e-11,1.67097704258002e-13
blood_mscv,12,112182876,112189001,ACAD10,1e-14,6.69002785805906e-16
blood_mscv,12,112869780,112935344,PTPN11,1e-14,2.44489316935239e-39
blood_mscv,14,65202852,65209909,PLEKHG3,1.0418792939503874e-08,4.86964026880088e-08
blood_mscv,14,65222217,65289383,SPTB,1e-14,1.5376314089218e-32
blood_mscv,14,65383689,65555251,CHURC1,1e-14,6.06224094343765e-30
blood_mscv,15,65134221,65158047,PLEKHO2,5.0376907645421916e-08,6.28448117989677e-08
blood_mscv,16,11439679,11444572,RMI2,1e-14,3.42202428758204e-10
blood_mscv,16,67378212,67418060,LRRC36,2.5025093108865804e-11,1.5140615300238998e-12
blood_mscv,16,87874140,87900874,SLC7A5,1e-14,3.77812637983262e-11
blood_mscv,16,88520070,88601360,ZFPM1,5.914344569646346e-10,1.954691306931e-10
blood_mscv,17,20003075,20217375,SPECC1,1e-14,8.01750521209295e-13
blood_mscv,17,42287433,42292696,UBTF,1.257169923718493e-10,1.33265923905945e-10
blood_mscv,17,42333071,42338998,SLC4A1,1e-14,3.32862766071601e-11
blood_mscv,17,43474668,43482264,ARHGAP27,1e-14,1.07215054197385e-14
blood_mscv,17,43516738,43555253,PLEKHM1,1e-14,2.29227531126748e-37
blood_mscv,17,44044058,44089281,MAPT,1e-14,1.27802321005424e-17
blood_mscv,17,76117401,76119293,TMC6,1e-14,9.48291808010001e-10
blood_mscv,17,76127746,76134407,TMC8,2.398678478066074e-09,7.03373608246238e-08
blood_mscv,18,43802953,43841430,C18orf25,1e-14,2.52809121245309e-09
blood_mscv,18,60804334,60978979,BCL2,2.8351099246037847e-11,1.1119307100746901e-15
blood_mscv,19,4404535,4442999,CHAF1A,1e-14,8.28827706467195e-08
blood_mscv,19,12965675,12982783,MAST1,1e-14,3.0842940929417704e-23
blood_mscv,19,17212989,17318012,MYO9B,1e-14,2.65048204164606e-10
blood_mscv,19,18428632,18433714,LSM4,1.1870343374908998e-08,9.116011934853673e-09
blood_mscv,19,45410002,45412079,APOE,1e-14,3.78995465340349e-30
blood_mscv,2,23790221,23926659,KLHL29,1e-14,9.003068957014191e-09
blood_mscv,2,24242812,24244603,MFSD2B,1e-14,3.75358140821211e-16
blood_mscv,2,24290671,24298486,SF3B14,1e-14,7.28309742874964e-16
blood_mscv,2,61416753,61695900,USP34,1e-14,2.46235288566057e-09
blood_mscv,2,111534586,111875388,ACOXL,1e-14,2.6357064360619e-11
blood_mscv,2,160596043,160611167,MARCH7,5.8476013586883375e-08,3.69256920595973e-08
blood_mscv,20,55750204,55840589,BMP7,1.1435297153639112e-14,6.07798535784264e-11
blood_mscv,20,55971050,55979572,RBM38,1e-14,7.5388180253988e-08
blood_mscv,22,32871365,32894025,FBXO7,1e-14,6.32320620218184e-10
blood_mscv,22,50715888,50727782,PLXNB2,1e-14,2.1203944339503e-14
blood_mscv,22,50848643,50882338,PPP6R2,8.651523941693995e-11,1.82196983522364e-10
blood_mscv,22,50926768,50928026,MIOX,1e-14,4.40691627973905e-23
blood_mscv,3,48616291,48628014,COL7A1,3.7088836446486076e-09,6.35905960111316e-08
blood_mscv,3,141887746,141938492,GK5,1e-14,6.2290919086272e-10
blood_mscv,3,142078759,142164735,XRN1,1e-14,1.37649444167481e-18
blood_mscv,3,142171595,142294634,ATR,1e-14,3.4669042680799307e-15
blood_mscv,3,142443441,142513504,TRPC1,1e-14,2.9650792050954104e-17
blood_mscv,3,142541083,142604476,PCOLCE2,1e-14,4.18898666016693e-16
blood_mscv,4,55524252,55602451,KIT,3.2475133693310454e-12,1.96258740368461e-10
blood_mscv,4,145568352,145659064,HHIP,1.5894840998953438e-11,4.94086732839658e-10
blood_mscv,6,29141743,29142347,OR2J2,6.816769371198461e-14,9.9219656999849e-12
blood_mscv,6,31098832,31107648,PSORS1C1,1e-14,1.34855075842827e-22
blood_mscv,6,31496915,31497706,MCCD1,1.0713730902445208e-08,2.13610691123422e-20
blood_mscv,6,31513402,31514247,ATP6V1G2,1e-14,2.89762236254806e-26
blood_mscv,6,31591808,31605199,PRRC2A,1e-14,3.5266265375781e-17
blood_mscv,6,31631334,31632134,GPANK1,1e-14,3.08776392694347e-14
blood_mscv,6,31920687,31925848,RDBP,6.616818204463471e-12,3.9386129503368297e-13
blood_mscv,6,31928148,31937037,SKIV2L,7.50566451213075e-08,1.05739181647683e-09
blood_mscv,6,31937762,31939345,DOM3Z,1.270614835569006e-09,4.731976200657481e-15
blood_mscv,6,32163274,32191457,NOTCH4,1e-14,5.06505495357643e-14
blood_mscv,6,32261507,32339076,C6orf10,3.241851231905457e-14,3.4635613131361607e-15
blood_mscv,6,34287912,34354073,NUDT3,3.754885291584742e-12,5.25209419745884e-10
blood_mscv,6,41607584,41617658,MDFI,5.677680547933052e-13,5.7969311228624e-11
blood_mscv,6,135239758,135254292,ALDH8A1,1e-14,2.39472531342592e-15
blood_mscv,6,135296684,135371329,HBS1L,1.2938095039771724e-11,9.04752768708804e-26
blood_mscv,7,50531713,50610918,DDC,1e-14,6.49973058018447e-27
blood_mscv,7,50660787,50796106,GRB10,1e-14,5.787520088082962e-19
blood_mscv,7,99077236,99085103,ZNF789,7.920534228489372e-10,1.25399501557806e-09
blood_mscv,8,19805708,19822741,LPL,1e-14,2.3789957572267506e-21
blood_mscv,8,41127352,41164925,SFRP1,1.3145040611561853e-13,1.71462692014267e-19
blood_mscv,8,41387809,41391588,GINS4,6.665223928337127e-12,4.55397659446293e-10
blood_mscv,8,41519248,41743589,ANK1,1e-14,5.2675157805035e-238
blood_mscv,8,48174091,48647273,KIAA0146,5.0207615842623454e-12,2.68022731648246e-10
blood_mscv,9,79797302,80023009,VPS13A,1e-14,2.20701233106155e-10
blood_mscv,9,115931593,115983216,FKBP15,1.8072145779868265e-08,3.50454925512129e-13
blood_platelet,1,25695835,25743428,RHCE,1e-14,2.79714399342419e-10
blood_platelet,1,28204134,28206250,C1orf38,8.875249424278309e-10,1.78581550658308e-08
blood_platelet,1,45504720,45661273,ZSWIM5,1e-14,7.90682315170602e-09
blood_platelet,1,45795084,45808863,MUTYH,1e-14,1.68836270319305e-17
blood_platelet,1,156875482,156883546,PEAR1,3.937555503874535e-09,4.41197513210694e-13
blood_platelet,1,171687336,171704957,VAMP4,1e-14,3.69177262735117e-12
blood_platelet,1,171813874,172355841,DNM3,1e-14,1.14909601833801e-08
blood_platelet,1,205199591,205227627,TMCC2,1e-14,2.29990849268855e-13
blood_platelet,1,247712613,247736230,C1orf150,1e-14,1.46955651466342e-84
blood_platelet,1,248021765,248039713,TRIM58,1e-14,8.729494962425739e-18
blood_platelet,10,50365581,50393251,C10orf128,1.0302869668521453e-12,2.66139242575943e-09
blood_platelet,10,64927823,65220711,JMJD1C,1e-14,6.50178365016353e-51
blood_platelet,10,65315397,65378695,REEP3,1e-14,1.23352744432378e-10
blood_platelet,11,10601396,10715124,MRVI1,2.354094696954689e-11,2.74999319361255e-10
blood_platelet,11,46970431,47183690,C11orf49,3.6788376789331782e-09,4.44145355076739e-08
blood_platelet,11,47802071,47864013,NUP160,1e-14,5.53645703037929e-14
blood_platelet,11,58315733,58339285,LPXN,3.0093438851963583e-10,1.54099240035066e-08
blood_platelet,11,63963947,63967770,STIP1,1e-14,5.66463060886456e-13
blood_platelet,11,108346177,108368145,KDELC2,1.1215428585842345e-10,3.56319513894476e-08
blood_platelet,11,113937206,114120774,ZBTB16,1e-14,1.1693206303672496e-40
blood_platelet,11,117076972,117100029,PCSK7,1.3018209732429398e-08,1.8077944906588106e-15
blood_platelet,11,128566062,128679917,FLI1,1e-14,3.34501602985858e-11
blood_platelet,12,6059719,6225931,VWF,7.974201299276729e-10,1.43276088562722e-11
blood_platelet,12,48177906,48209165,HDAC7,1e-14,3.21298215549489e-09
blood_platelet,12,51723499,51740350,CELA1,1e-14,1.0628445839933e-10
blood_platelet,12,54637775,54649978,CBX5,1e-14,6.39150016527761e-15
blood_platelet,12,54892220,54934521,NCKAP1L,1.5658085938952127e-09,2.10990415208534e-09
blood_platelet,12,65010323,65088155,RASSF3,1e-14,4.95727198475492e-30
blood_platelet,12,65219960,65269030,TBC1D30,2.3060775511396517e-11,1.67055502835467e-12
blood_platelet,12,109526189,109528198,ALKBH2,2.4950130850243113e-10,5.58309583009731e-08
blood_platelet,12,110447513,110470695,ANKRD13A,1e-14,1.78480719503621e-10
blood_platelet,12,110812923,110841437,ANAPC7,4.134952602541375e-09,7.77557455859454e-10
blood_platelet,12,111293851,111345219,CCDC63,1e-14,7.18076274825062e-18
blood_platelet,12,111490653,111785515,CUX2,1e-14,7.0623118116757e-69
blood_platelet,12,111911494,112015380,ATXN2,4.5297099404706393e-14,2.60612336458991e-09
blood_platelet,12,112091244,112111717,BRAP,4.767297667740422e-13,7.50841813696601e-10
blood_platelet,12,112471716,112545374,NAA25,1e-14,2.36463809242016e-27
blood_platelet,12,112869780,112935344,PTPN11,1e-14,8.880382058543139e-36
blood_platelet,12,113266855,113328512,RPH3A,3.0470047818198516e-08,3.6239567389639e-11
blood_platelet,12,122217507,122226872,RHOF,1.3334000570353055e-11,5.757052082400701e-10
blood_platelet,12,122247114,122266840,SETD1B,1e-14,2.66285790834706e-25
blood_platelet,12,123748216,123753294,CDK2AP1,2.19824158875781e-13,7.35420836316185e-13
blood_platelet,12,123787811,123828792,SBNO1,1e-14,2.58148163673575e-12
blood_platelet,12,123902892,123919969,RILPL2,1e-14,4.72486498814817e-08
blood_platelet,13,95678850,95953517,ABCC4,1e-14,3.43289578017179e-17
blood_platelet,14,55817708,55818706,FBXO34,8.873346502014101e-12,2.46189875126671e-09
blood_platelet,14,55837043,55874669,ATG14,8.866107847893545e-11,1.66203719416631e-08
blood_platelet,14,69676591,69704434,EXD2,1e-14,1.33293960349832e-26
blood_platelet,15,43818079,43820717,MAP1A,1e-14,6.7748348954065095e-34
blood_platelet,15,44856015,44944037,SPG11,1.0465517341629038e-11,2.12220956739061e-13
blood_platelet,17,4712395,4726143,PLD2,6.340794556081164e-11,2.15115297259557e-10
blood_platelet,17,4875628,4888017,CAMTA2,1e-14,1.28635641567802e-15
blood_platelet,17,4908721,4918458,KIF1C,1e-14,3.5924299347763e-18
blood_platelet,17,5187169,5282397,RABEP1,6.676956765261365e-10,1.42076922448971e-09
blood_platelet,17,27421490,27478325,MYO18A,1e-14,4.3245508054161e-25
blood_platelet,17,27794730,27857698,TAOK1,1e-14,3.1017514790348697e-12
blood_platelet,17,27957939,28229418,SSH2,1e-14,5.13309371706678e-24
blood_platelet,17,28296327,28431640,EFCAB5,4.569900013962069e-11,4.81000344363155e-16
blood_platelet,17,33875688,33884804,SLFN14,1e-14,6.62553121833652e-40
blood_platelet,17,33921338,34046034,AP2B1,1e-14,1.97935482240441e-20
blood_platelet,17,42432774,42439469,FAM171A2,1e-14,4.751693584688e-10
blood_platelet,17,64208285,64222164,APOH,1.957323192414151e-13,1.02057370960988e-30
blood_platelet,17,64304804,64796272,PRKCA,1.5075607429082538e-10,1.2434301688979e-17
blood_platelet,18,20718352,20834307,CABLES1,1e-14,2.1640272282911894e-16
blood_platelet,18,60804334,60978979,BCL2,3.0890678681672063e-08,5.16533388985756e-10
blood_platelet,19,16183411,16197377,TPM4,1.5940027076055685e-11,8.55252319898781e-10
blood_platelet,19,19584258,19611774,GATAD2A,1e-14,8.729037732825331e-23
blood_platelet,19,19757073,19772373,ATP13A1,1e-14,2.68094975771217e-35
blood_platelet,19,39147510,39210593,ACTN4,1e-14,1.4529231807248902e-15
blood_platelet,19,39223402,39229089,CAPN12,1e-14,9.42773503861163e-22
blood_platelet,19,45410002,45412079,APOE,1e-14,1.12925306629977e-12
blood_platelet,19,45756763,45799910,MARK4,1e-14,3.87113341360389e-09
blood_platelet,2,27505758,27526463,TRIM54,1.4432899320127035e-14,4.49146729877789e-14
blood_platelet,2,28122890,28546682,BRE,1e-14,1.5550559392607003e-10
blood_platelet,2,31459037,31488965,EHD3,1e-14,7.461592734165079e-12
blood_platelet,2,43479638,43806918,THADA,1e-14,5.0371873707915e-15
blood_platelet,2,70011785,70047497,ANXA4,1e-14,1.64363270771517e-08
blood_platelet,2,160596043,160611167,MARCH7,1e-14,3.33294178306864e-31
blood_platelet,2,160634063,160742545,CD302,1e-14,1.35652146714914e-32
blood_platelet,2,160960552,161055315,ITGB6,1.866462540078828e-11,4.2017625231256004e-15
blood_platelet,2,241379144,241403232,GPC1,1.0487388735214154e-11,4.3399342400225997e-11
blood_platelet,20,29970431,29976949,DEFB119,1e-14,1.9261198742381e-19
blood_platelet,20,57558010,57564695,TH1L,1e-14,2.33743316838146e-10
blood_platelet,20,57594684,57599402,TUBB1,1e-14,1.49721096215373e-61
blood_platelet,22,44322922,44341300,PNPLA3,1e-14,1.36878377974401e-08
blood_platelet,22,50528569,50599466,MOV10L1,5.252465129501617e-13,9.20258436660126e-20
blood_platelet,22,50658053,50675962,TUBGCP6,1e-14,2.4780248826844403e-15
blood_platelet,3,55720760,56467691,ERC2,1e-14,2.44052285605148e-22
blood_platelet,3,56595153,56653427,CCDC66,1e-14,3.03099163074712e-23
blood_platelet,3,56667213,56708788,C3orf63,1e-14,3.13628998207618e-24
blood_platelet,3,56764853,57067209,ARHGEF3,1e-14,2.50158460810938e-107
blood_platelet,3,124306060,124423729,KALRN,1e-14,2.41940011136637e-27
blood_platelet,3,128200459,128204960,GATA2,3.6256961322145294e-08,4.48942767405924e-08
blood_platelet,3,183642303,183720499,ABCC5,1e-14,3.19456323089177e-12
blood_platelet,3,183904049,183911465,ABCF3,9.696687897076117e-13,6.35198826870464e-08
blood_platelet,3,183975365,184003194,ECE2,1e-14,7.44247563577716e-08
blood_platelet,3,184017888,184025069,PSMD2,1e-14,6.90607781215184e-24
blood_platelet,3,184039666,184052420,EIF4G1,1e-14,2.64206900610453e-21
blood_platelet,4,106155199,106196834,TET2,1e-14,1.30713791380534e-18
blood_platelet,4,106292649,106395144,PPA2,1.5815491027915133e-08,1.50527384322961e-08
blood_platelet,5,75700993,75997063,IQGAP2,1e-14,4.22583092611933e-158
blood_platelet,5,76115172,76117836,F2RL1,1e-14,3.63439670076381e-64
blood_platelet,5,88027278,88112542,MEF2C,1e-14,1.15074731108709e-13
blood_platelet,5,131819800,131824486,IRF1,1e-14,3.13064792586527e-31
blood_platelet,5,159445881,159489455,TTC1,1.797340054565666e-12,1.05298190955889e-10
blood_platelet,6,25293399,25619463,LRRC16A,1e-14,5.4850353721954e-20
blood_platelet,6,25655059,25684405,SCGN,1e-14,1.87499342718667e-08
blood_platelet,6,25974204,25983010,TRIM38,5.205835762467359e-12,5.54525421136987e-08
blood_platelet,6,30105154,30115542,TRIM40,1e-14,3.84706778655541e-08
blood_platelet,6,30878523,30881103,GTF2H4,1e-14,4.50850194758563e-11
blood_platelet,6,31079242,31080016,C6orf15,1e-14,1.34337157988507e-10
blood_platelet,6,31110391,31125257,CCHCR1,1e-14,7.76988017286234e-15
blood_platelet,6,31237257,31238716,HLA-C,1e-14,1.02335243745257e-42
blood_platelet,6,31498497,31507834,DDX39B,9.134525280618533e-08,1.3540862284608598e-12
blood_platelet,6,31513402,31514247,ATP6V1G2,1e-14,5.25841792454715e-29
blood_platelet,6,31515799,31525448,NFKBIL1,2.524647157997606e-13,5.29158541429098e-08
blood_platelet,6,31583224,31583931,AIF1,8.626432901337466e-14,1.02841089560203e-08
blood_platelet,6,31591808,31605199,PRRC2A,1e-14,7.91852123082055e-11
blood_platelet,6,31607111,31618761,BAG6,1e-14,2.3709192209203097e-22
blood_platelet,6,31674944,31678073,LY6G6F,1e-14,6.10059535346105e-30
blood_platelet,6,31708910,31728267,MSH5,5.947464742916965e-13,1.34803737477648e-24
blood_platelet,6,31731881,31732207,C6orf26,1.9675372442407024e-12,5.4553142760057393e-11
blood_platelet,6,31736065,31741659,C6orf27,1e-14,1.04853653998801e-20
blood_platelet,6,31767667,31773975,LSM2,1e-14,2.24988067982405e-17
blood_platelet,6,31850332,31864674,EHMT2,1e-14,2.0184538333520105e-35
blood_platelet,6,31868765,31912523,ZBTB12,1e-14,6.61547619721812e-41
blood_platelet,6,31915144,31918903,CFB,1e-14,6.59636929680885e-12
blood_platelet,6,31928148,31937037,SKIV2L,1e-14,4.08563237895976e-28
blood_platelet,6,31937762,31939345,DOM3Z,1e-14,1.28895222895667e-16
blood_platelet,6,32085278,32093922,ATF6B,1e-14,1.87250763121695e-33
blood_platelet,6,32121659,32130329,PPT2,1e-14,9.73318301815716e-27
blood_platelet,6,32149883,32151934,AGER,1e-14,2.3998369698007402e-17
blood_platelet,6,32163274,32191457,NOTCH4,1e-14,3.3179977049455005e-16
blood_platelet,6,32261507,32339076,C6orf10,2.8566704557420053e-11,3.33339251720879e-09
blood_platelet,6,32407906,32411362,HLA-DRA,1e-14,8.14949718315118e-12
blood_platelet,6,32709964,32714143,HLA-DQA2,4.876099524153689e-13,2.553545788381e-26
blood_platelet,6,32781112,32783896,HLA-DOB,1e-14,3.21190226550092e-19
blood_platelet,6,32792973,32805470,TAP2,5.6298175010738305e-09,6.85573496899252e-11
blood_platelet,6,33045558,33053942,HLA-DPB1,3.7414515929867775e-14,1.11350211273731e-08
blood_platelet,6,33133040,33158189,COL11A2,3.039990481568111e-11,1.70456252236822e-16
